City,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Mumbai,242.8,532.6,17.3,40.2,9.91,63.7,280.9
Chennai,326.2,517.4,79.7,33.1,8.91,47.4,3.7
Kolkata,337.5,35.3,47.7,52.1,4.1,42.4,461.1
Bangalore,40.7,306.6,5.2,43.5,1.93,114.0,337.9
Delhi,314.1,33.7,97.0,56.1,4.39,117.0,101.5
Mumbai,152.9,134.2,57.6,48.9,1.74,45.9,123.5
Chennai,350.8,400.1,76.5,67.5,5.92,52.3,490.8
Kolkata,61.8,285.4,93.4,24.7,2.8,140.5,112.8
Bangalore,89.8,597.9,23.0,4.6,8.1,113.6,258.7
Delhi,25.5,221.0,80.5,78.2,1.52,16.0,466.9
Mumbai,175.0,529.8,25.1,50.2,2.17,53.4,434.5
Chennai,128.3,221.6,65.8,83.0,3.65,128.5,65.5
Kolkata,215.1,30.9,112.3,20.2,7.81,181.8,163.7
Bangalore,369.7,207.5,131.8,2.4,9.26,62.9,86.4
Delhi,357.7,317.4,17.2,86.0,8.92,52.3,211.9
Mumbai,182.6,104.0,109.0,14.0,2.23,133.2,420.7
Chennai,474.0,285.6,143.7,74.1,6.08,46.3,1.1
Kolkata,373.8,443.1,48.3,88.1,4.24,149.4,385.1
Bangalore,338.3,41.1,30.8,2.6,9.47,57.3,176.3
Delhi,231.6,461.6,106.7,27.1,8.31,126.3,495.7
Mumbai,412.7,351.4,62.1,2.4,2.39,158.3,23.8
Chennai,422.4,529.0,24.8,24.1,1.68,2.5,87.7
Kolkata,143.9,423.0,49.9,89.5,8.31,160.0,284.2
Bangalore,460.3,513.0,36.8,28.7,8.37,129.9,455.9
Delhi,354.4,37.7,56.3,63.1,0.49,82.8,182.5
Mumbai,217.0,330.6,58.8,65.3,7.41,41.2,350.0
Chennai,345.9,596.9,75.0,60.2,0.29,144.6,266.0
Kolkata,335.9,494.3,146.1,11.0,0.65,139.0,120.0
Bangalore,429.1,373.9,59.1,59.1,9.35,3.3,297.9
Delhi,235.1,556.2,104.7,47.4,3.4,148.1,447.8
Mumbai,70.5,453.8,92.7,77.8,6.31,120.8,421.4
Chennai,417.3,91.3,145.2,1.9,1.42,143.2,226.1
Kolkata,213.2,163.4,96.4,79.1,9.97,37.3,279.3
Bangalore,279.3,486.1,139.5,50.3,7.26,141.3,146.9
Delhi,397.2,461.9,59.1,43.8,3.46,170.0,120.2
Mumbai,388.9,231.5,60.9,88.3,4.7,109.8,226.8
Chennai,246.6,514.3,0.7,9.9,3.55,63.8,273.2
Kolkata,120.1,89.1,143.9,76.7,4.55,182.2,299.6
Bangalore,62.6,71.5,135.6,80.3,1.38,199.2,17.1
Delhi,179.0,123.0,80.3,48.8,7.93,145.6,225.1
Mumbai,499.5,5.9,148.3,14.4,9.56,165.7,311.8
Chennai,346.8,83.4,35.2,69.2,1.43,5.6,246.1
Kolkata,309.6,203.8,37.7,79.2,8.02,131.3,65.1
Bangalore,44.1,98.4,18.6,83.3,1.79,103.2,360.7
Delhi,421.4,464.9,68.6,98.2,2.8,5.1,430.5
Mumbai,477.6,285.3,148.6,95.5,5.18,100.2,431.6
Chennai,430.4,359.1,2.3,9.2,0.55,29.3,177.6
Kolkata,431.6,255.5,143.4,97.8,8.89,58.7,299.5
Bangalore,311.7,190.4,18.3,49.9,3.28,17.4,23.8
Delhi,299.2,202.8,133.9,58.2,5.7,42.6,135.6
Mumbai,187.9,381.4,52.7,76.5,1.25,183.7,134.4
Chennai,22.5,12.1,26.4,42.9,4.75,72.0,425.8
Kolkata,362.1,343.3,32.6,90.4,0.75,138.2,425.4
Bangalore,101.6,280.1,95.8,43.9,4.48,18.9,308.8
Delhi,289.2,43.3,8.2,88.5,3.44,102.8,280.1
Mumbai,365.5,281.9,92.2,96.6,9.1,113.8,361.8
Chennai,251.4,125.7,81.1,34.7,7.64,120.8,415.4
Kolkata,346.0,434.3,70.8,66.7,7.86,12.8,45.9
Bangalore,388.2,117.9,127.0,81.4,3.7,95.5,188.8
Delhi,159.2,45.7,93.8,76.1,9.67,19.8,80.5
Mumbai,20.7,311.8,80.1,9.4,7.8,135.6,268.3
Chennai,308.8,126.0,53.3,16.6,0.57,136.3,406.5
Kolkata,289.9,126.2,53.0,44.1,6.99,18.9,87.3
Bangalore,140.7,93.2,21.3,41.6,4.44,139.4,283.6
Delhi,399.3,579.9,75.1,96.9,6.72,64.0,434.7
Mumbai,170.9,348.4,108.7,67.1,8.22,34.1,481.6
Chennai,468.6,113.6,138.3,47.1,0.16,28.1,119.2
Kolkata,5.6,532.9,9.4,67.4,7.85,24.1,85.7
Bangalore,5.0,182.1,79.1,43.7,5.74,198.5,292.1
Delhi,109.6,190.6,143.0,74.5,1.36,199.0,426.4
Mumbai,81.6,427.1,66.3,67.6,5.79,87.4,272.4
Chennai,171.7,547.6,117.6,51.4,1.09,156.6,407.3
Kolkata,148.5,418.4,88.7,25.9,0.83,123.4,92.3
Bangalore,278.0,286.9,85.6,92.8,2.64,76.5,193.7
Delhi,267.5,66.7,128.0,65.2,4.48,194.2,218.4
Mumbai,368.6,491.4,74.3,74.3,5.57,186.6,32.4
Chennai,0.3,95.7,135.2,78.5,4.56,9.9,31.3
Kolkata,127.5,373.3,89.9,72.1,8.26,91.4,19.8
Bangalore,365.1,197.1,146.9,44.1,3.92,75.3,204.0
Delhi,312.8,67.6,128.6,8.2,8.99,122.0,142.0
Mumbai,451.9,408.9,16.1,79.4,7.77,141.6,309.3
Chennai,140.5,150.5,102.2,59.9,2.16,34.1,249.6
Kolkata,462.1,478.3,51.0,1.2,5.68,33.3,416.8
Bangalore,188.6,231.3,41.0,63.8,0.75,173.4,422.6
Delhi,195.9,338.3,70.8,31.5,9.41,153.1,146.2
Mumbai,423.9,308.7,101.6,12.5,2.65,91.4,242.0
Chennai,370.4,441.2,107.5,77.9,1.03,122.2,102.6
Kolkata,325.5,121.2,57.3,41.7,1.99,143.8,277.8
Bangalore,206.2,229.7,66.7,46.6,7.28,40.3,20.5
Delhi,266.0,538.4,97.1,84.2,5.02,125.0,276.0
Mumbai,447.9,262.1,14.3,17.1,2.94,65.1,188.0
Chennai,257.0,302.8,127.0,67.8,9.4,0.4,116.6
Kolkata,25.2,213.4,141.8,51.1,2.72,105.9,417.9
Bangalore,16.8,318.4,73.8,99.3,4.13,141.8,192.4
Delhi,277.0,134.2,38.0,15.1,2.9,67.4,334.0
Mumbai,436.3,189.2,68.0,14.7,8.2,160.5,452.5
Chennai,4.0,205.7,123.4,42.1,5.12,161.4,155.4
Kolkata,321.0,183.1,120.3,15.2,5.51,157.7,418.4
Bangalore,494.1,556.8,112.5,70.6,3.83,135.9,0.9
Delhi,136.4,294.8,137.3,61.7,7.38,115.7,245.7
Mumbai,287.0,67.9,54.1,52.7,2.36,98.7,63.9
Chennai,497.7,159.3,15.4,9.4,1.49,138.9,324.1
Kolkata,289.6,360.9,0.1,34.2,1.23,43.8,410.5
Bangalore,391.2,508.7,61.3,82.3,6.69,134.5,126.6
Delhi,119.4,547.6,33.5,36.9,0.48,144.2,97.6
Mumbai,34.9,149.7,98.5,39.5,5.98,1.1,250.9
Chennai,469.9,110.5,55.1,85.1,5.17,18.4,77.8
Kolkata,100.2,236.7,33.2,42.8,3.88,69.2,56.7
Bangalore,343.0,153.0,45.6,14.5,5.67,95.9,250.2
Delhi,453.7,276.5,24.5,93.1,9.15,7.5,116.3
Mumbai,441.0,53.6,52.7,29.0,1.52,105.9,93.6
Chennai,200.8,545.9,11.3,53.9,5.69,182.8,353.6
Kolkata,25.5,332.7,35.9,24.4,9.12,183.7,108.3
Bangalore,326.7,47.1,107.0,32.3,3.99,70.8,34.6
Delhi,339.4,46.7,9.2,36.7,6.23,0.6,189.3
Mumbai,352.0,576.2,19.0,58.1,8.6,187.9,65.9
Chennai,11.2,356.2,8.1,70.8,5.85,132.7,385.1
Kolkata,379.3,202.5,95.4,82.8,2.34,69.0,466.4
Bangalore,219.8,557.5,117.9,44.5,9.52,147.2,461.7
Delhi,494.0,347.8,125.5,77.6,5.76,25.0,268.2
Mumbai,145.9,139.0,149.6,98.7,3.58,186.0,398.7
Chennai,345.7,480.3,95.2,99.1,2.24,51.6,190.8
Kolkata,228.1,482.4,110.5,50.0,2.79,4.2,439.4
Bangalore,202.2,583.8,131.8,75.1,3.3,81.8,324.3
Delhi,151.8,453.6,140.4,40.8,7.76,102.9,164.8
Mumbai,243.3,243.9,133.4,12.0,8.94,110.3,117.0
Chennai,326.6,498.4,111.9,85.0,4.48,83.5,131.0
Kolkata,410.9,134.1,136.0,59.1,8.5,63.2,486.4
Bangalore,69.5,304.4,83.7,9.1,6.96,53.3,71.2
Delhi,463.0,64.8,117.5,70.6,4.34,13.3,247.6
Mumbai,232.2,21.3,31.1,70.1,3.54,77.1,121.6
Chennai,18.8,134.2,101.6,77.0,4.14,72.6,147.6
Kolkata,364.0,405.4,141.6,77.1,3.83,73.5,96.3
Bangalore,323.2,379.0,58.8,41.1,4.03,102.2,381.5
Delhi,300.1,475.8,102.9,39.0,2.09,28.2,108.4
Mumbai,429.5,281.9,88.8,69.6,7.1,86.7,151.6
Chennai,403.7,429.8,94.5,92.2,4.04,181.5,208.5
Kolkata,123.6,355.0,132.0,23.6,3.87,105.3,350.5
Bangalore,78.6,504.3,144.4,25.7,5.69,159.7,392.7
Delhi,16.0,64.8,24.9,14.0,2.32,34.7,236.4
Mumbai,139.5,439.1,59.7,25.6,4.83,149.2,83.9
Chennai,229.6,48.6,46.5,4.7,7.06,149.1,32.1
Kolkata,106.1,162.8,47.7,10.4,9.77,182.5,49.3
Bangalore,391.9,451.2,9.9,82.4,8.41,125.7,427.6
Delhi,207.5,202.7,144.7,54.0,5.52,133.7,160.9
Mumbai,209.5,184.5,49.4,92.1,9.03,43.3,185.2
Chennai,27.5,155.9,99.7,28.6,0.82,61.9,196.8
Kolkata,139.8,457.7,124.2,66.8,0.35,90.7,272.7
Bangalore,28.8,318.8,106.3,47.4,0.88,165.4,94.0
Delhi,8.6,42.6,29.4,60.4,2.1,95.8,441.3
Mumbai,412.3,430.7,0.7,80.4,5.83,158.7,363.3
Chennai,309.3,475.1,84.4,15.3,2.37,43.9,384.2
Kolkata,350.9,436.4,111.1,25.6,1.0,179.6,290.6
Bangalore,214.4,498.5,116.8,98.5,6.94,181.4,408.1
Delhi,347.2,38.6,19.0,3.6,7.29,188.2,248.0
Mumbai,497.0,68.9,58.1,86.0,4.22,175.8,325.8
Chennai,38.6,284.9,65.6,20.4,7.4,161.6,203.3
Kolkata,34.7,25.5,135.7,75.1,7.25,180.0,181.2
Bangalore,272.3,127.7,149.8,39.8,0.4,163.8,227.2
Delhi,227.5,297.8,41.3,65.6,1.91,143.6,215.4
Mumbai,183.0,260.5,51.5,7.4,1.15,121.3,259.8
Chennai,218.5,196.3,57.2,33.4,0.62,126.1,180.2
Kolkata,483.7,471.6,28.0,11.2,7.12,46.6,324.2
Bangalore,350.3,429.6,93.3,11.0,2.5,96.0,325.5
Delhi,141.4,150.4,127.9,85.7,5.13,133.8,171.0
Mumbai,37.8,337.4,41.3,70.5,0.65,106.0,454.8
Chennai,257.6,386.5,14.0,2.5,9.43,14.4,17.5
Kolkata,245.7,577.2,145.0,53.4,9.98,175.6,493.7
Bangalore,472.3,48.6,29.0,24.0,0.35,74.8,177.7
Delhi,407.8,157.7,148.0,48.2,8.0,40.3,53.6
Mumbai,143.2,446.8,132.8,89.1,3.9,190.9,243.6
Chennai,368.3,423.3,142.1,34.0,0.99,90.8,108.2
Kolkata,249.5,2.7,18.3,95.2,7.21,161.3,239.4
Bangalore,19.7,342.4,101.6,79.1,6.88,100.3,476.9
Delhi,347.8,416.1,127.4,35.8,8.11,148.5,8.5
Mumbai,55.5,368.6,142.6,18.8,0.61,97.3,419.1
Chennai,100.3,246.5,108.1,90.0,4.79,81.3,68.8
Kolkata,114.1,169.2,38.2,82.1,8.7,134.1,38.7
Bangalore,479.3,241.1,100.4,60.8,1.83,149.0,191.8
Delhi,279.5,166.0,16.0,82.3,4.07,174.7,169.8
Mumbai,49.6,68.3,145.4,2.9,1.29,28.7,339.4
Chennai,419.4,593.9,0.2,17.2,4.71,48.7,362.7
Kolkata,331.1,368.0,71.2,60.4,5.03,175.0,384.8
Bangalore,61.8,19.4,22.4,49.3,8.83,124.4,117.3
Delhi,99.4,438.2,101.6,85.5,1.26,56.3,324.0
Mumbai,236.7,574.2,47.7,14.7,7.76,109.0,140.3
Chennai,309.4,506.0,60.2,95.6,6.83,45.5,186.9
Kolkata,305.8,121.4,107.6,60.0,2.61,77.3,358.3
Bangalore,113.9,530.7,50.3,95.3,1.05,9.2,489.8
Delhi,476.8,368.7,68.8,82.2,4.76,128.5,482.6
Mumbai,243.1,556.6,136.1,68.8,7.64,170.8,367.9
Chennai,228.7,76.6,18.7,55.6,4.85,104.5,60.8
Kolkata,389.9,397.8,136.1,82.4,3.99,97.0,37.2
Bangalore,165.0,431.6,101.9,70.2,4.92,115.2,52.1
Delhi,452.1,541.3,68.5,77.3,3.9,198.6,445.5
Mumbai,142.2,355.5,2.1,90.4,7.16,44.3,345.0
Chennai,302.5,52.6,95.9,65.9,6.39,39.4,411.0
Kolkata,481.0,235.2,86.2,25.3,5.16,148.0,149.7
Bangalore,259.5,18.3,62.1,96.9,2.79,86.8,475.7
Delhi,355.5,507.5,113.0,73.7,0.59,104.5,293.3
Mumbai,331.2,381.0,21.2,36.9,4.13,129.9,56.9
Chennai,259.8,42.2,37.7,80.6,0.09,94.9,220.8
Kolkata,139.5,553.8,127.9,23.7,9.53,128.0,108.2
Bangalore,434.1,206.2,144.9,79.5,7.45,8.0,116.6
Delhi,258.4,490.7,123.9,13.8,7.83,111.1,266.9
Mumbai,179.4,198.5,64.8,14.6,3.03,53.8,49.6
Chennai,489.1,577.4,65.2,26.4,4.26,192.0,238.5
Kolkata,11.0,62.1,132.5,0.8,4.11,38.8,319.2
Bangalore,465.6,555.6,111.2,65.1,1.72,193.0,428.8
Delhi,256.4,36.2,141.7,10.5,2.97,9.9,170.6
Mumbai,491.6,534.4,6.6,48.2,1.73,65.5,398.1
Chennai,371.8,292.8,84.8,53.0,7.48,85.3,97.1
Kolkata,406.8,578.1,57.5,86.3,6.66,194.5,240.6
Bangalore,469.9,507.7,85.0,43.3,4.37,95.6,204.4
Delhi,6.4,344.1,37.5,49.4,6.43,71.3,367.0
Mumbai,418.6,212.5,15.8,85.5,2.34,141.7,480.1
Chennai,193.2,367.4,147.8,2.9,9.92,121.8,104.8
Kolkata,209.7,424.4,109.1,86.1,1.62,60.4,167.0
Bangalore,67.1,307.9,108.7,22.8,2.5,63.2,333.7
Delhi,168.2,98.0,103.2,36.0,6.95,68.2,250.3
Mumbai,250.1,329.4,73.7,13.1,3.44,140.3,321.2
Chennai,447.5,119.6,121.9,71.7,8.88,91.9,315.7
Kolkata,354.1,296.5,117.9,77.8,6.32,105.3,40.2
Bangalore,286.7,564.3,80.6,37.6,7.27,13.6,42.6
Delhi,228.4,480.5,97.4,56.6,8.4,119.7,418.8
Mumbai,97.4,192.6,105.2,76.4,1.52,31.0,115.1
Chennai,93.0,589.6,120.1,30.3,1.48,6.6,86.4
Kolkata,162.1,221.8,86.4,56.6,0.23,55.4,319.5
Bangalore,379.0,151.4,107.4,9.2,5.19,84.7,429.2
Delhi,400.0,99.0,49.3,11.0,1.02,109.6,41.2
Mumbai,124.6,565.6,55.0,2.6,6.4,33.7,422.1
Chennai,366.6,515.7,51.0,16.7,3.95,170.3,258.9
Kolkata,347.6,298.1,135.6,60.1,3.8,75.5,379.1
Bangalore,170.5,398.3,74.4,11.7,9.87,184.4,352.4
Delhi,297.2,500.1,142.3,76.1,1.54,49.9,115.9
Mumbai,78.7,229.4,66.4,74.7,4.51,39.8,230.7
Chennai,120.8,281.9,111.9,96.5,9.08,89.8,8.9
Kolkata,224.3,531.6,129.4,29.7,5.73,196.5,301.3
Bangalore,322.3,534.9,66.1,74.0,0.24,38.7,137.4
Delhi,122.0,536.6,142.8,39.5,9.97,99.3,475.1
Mumbai,494.1,264.7,49.8,48.0,9.15,144.6,487.4
Chennai,332.1,95.3,145.6,35.6,7.3,24.6,153.3
Kolkata,237.4,192.9,39.3,76.9,0.36,184.1,76.9
Bangalore,363.6,212.6,26.2,3.1,7.23,142.1,318.2
Delhi,308.7,581.1,47.1,89.5,5.07,38.0,376.2
Mumbai,452.2,102.1,138.0,38.8,6.18,88.8,27.6
Chennai,55.6,363.1,67.6,90.1,3.23,78.5,27.5
Kolkata,388.6,526.1,22.6,40.1,4.66,67.8,43.1
Bangalore,156.5,124.3,79.6,51.2,8.37,160.1,381.3
Delhi,417.6,376.9,86.7,91.4,2.1,189.6,389.9
Mumbai,435.9,229.6,78.1,51.8,8.72,57.7,140.8
Chennai,129.0,129.4,39.0,8.5,3.92,61.2,192.6
Kolkata,63.0,132.2,55.2,53.0,1.49,131.9,44.2
Bangalore,53.4,78.5,142.5,74.9,7.37,42.5,85.5
Delhi,61.4,450.1,24.9,28.1,1.21,111.3,123.8
Mumbai,279.6,242.9,6.8,63.8,0.59,108.2,260.5
Chennai,223.2,107.9,51.0,85.1,7.15,98.9,147.9
Kolkata,2.7,546.2,40.2,86.8,1.24,122.8,431.3
Bangalore,206.9,150.3,57.3,27.4,6.19,194.1,330.0
Delhi,306.6,326.4,88.1,9.2,8.53,4.3,291.4
Mumbai,338.8,441.5,135.5,30.5,5.71,84.9,139.1
Chennai,402.4,137.8,26.5,54.2,7.75,37.4,200.3
Kolkata,437.9,594.4,108.2,91.9,1.16,169.4,96.7
Bangalore,200.8,561.0,127.4,91.9,3.58,166.9,234.6
Delhi,323.7,162.0,57.8,96.9,7.19,76.1,119.7
Mumbai,192.4,258.3,64.1,43.4,5.24,8.2,129.6
Chennai,99.2,379.8,32.7,68.2,6.46,161.3,15.1
Kolkata,475.5,112.4,21.0,97.5,4.9,90.3,260.5
Bangalore,444.2,401.8,86.6,52.5,6.06,12.4,11.8
Delhi,160.9,306.7,97.2,33.4,5.76,23.2,426.3
Mumbai,27.4,554.4,101.0,17.7,3.65,88.5,120.9
Chennai,293.3,556.8,121.4,20.5,3.54,87.0,318.6
Kolkata,273.7,356.7,72.9,8.7,3.71,62.4,21.6
Bangalore,203.3,7.0,37.3,88.3,4.45,51.7,214.5
Delhi,175.0,275.7,31.6,86.1,4.49,44.5,365.2
Mumbai,434.0,57.4,137.9,64.3,8.76,1.8,387.0
Chennai,39.3,13.3,115.9,45.4,0.16,93.5,155.7
Kolkata,246.0,267.3,145.5,67.4,8.16,155.5,22.5
Bangalore,379.4,135.7,40.2,59.2,7.78,79.2,421.2
Delhi,29.2,366.6,44.1,62.9,7.29,116.0,263.6
Mumbai,324.4,496.2,35.1,97.6,9.42,148.2,219.1
Chennai,448.7,358.4,56.0,54.2,4.28,162.8,215.2
Kolkata,147.4,141.8,90.6,79.0,4.35,110.1,425.6
Bangalore,46.8,73.9,129.2,50.4,4.73,8.1,213.5
Delhi,415.8,12.8,79.4,61.2,4.63,12.5,408.3
Mumbai,215.1,188.2,96.2,54.4,3.45,3.4,382.0
Chennai,165.9,186.5,36.1,55.4,9.92,43.1,365.5
Kolkata,123.4,284.4,80.1,13.1,3.42,197.2,416.1
Bangalore,309.1,1.7,45.5,60.9,3.65,182.5,90.0
Delhi,199.9,90.0,21.0,6.5,9.06,178.5,381.0
Mumbai,396.2,214.7,92.0,97.3,6.0,1.8,93.0
Chennai,237.5,565.3,81.4,80.3,5.15,90.1,269.1
Kolkata,198.0,335.9,132.5,7.9,3.51,14.3,464.6
Bangalore,348.1,521.3,39.7,49.2,3.96,138.2,435.2
Delhi,110.8,206.5,30.1,49.1,7.81,173.6,404.1
Mumbai,235.5,188.4,138.8,34.8,2.11,165.8,211.7
Chennai,352.5,177.1,40.2,41.5,6.4,151.4,448.6
Kolkata,92.1,293.4,134.9,73.0,2.19,146.0,407.8
Bangalore,442.9,243.6,127.0,86.4,1.59,189.8,97.2
Delhi,145.1,203.6,126.4,52.4,0.87,126.2,54.1
Mumbai,141.8,215.5,65.6,16.2,3.87,0.1,7.5
Chennai,266.9,559.3,83.6,60.2,9.26,84.8,329.7
Kolkata,98.8,292.2,22.4,50.0,6.23,24.4,455.9
Bangalore,135.2,527.5,19.5,12.2,7.94,177.1,133.1
Delhi,158.1,31.6,102.9,94.9,9.33,168.9,143.9
Mumbai,96.6,541.6,18.5,81.0,0.74,137.4,103.3
Chennai,136.3,222.2,12.7,81.1,2.55,176.2,499.2
Kolkata,24.7,481.2,132.7,7.7,0.42,177.0,472.2
Bangalore,399.5,382.8,138.7,25.2,2.73,129.4,83.3
Delhi,318.9,65.0,30.9,61.0,9.31,70.8,203.6
Mumbai,271.9,130.2,139.3,76.7,7.42,48.1,459.2
Chennai,420.3,334.4,37.4,3.8,6.02,25.0,423.7
Kolkata,172.8,174.0,60.6,27.8,5.67,199.0,250.2
Bangalore,28.3,4.8,54.3,24.0,9.05,143.7,222.1
Delhi,377.0,370.8,94.2,7.0,4.21,137.5,371.0
Mumbai,404.2,0.1,124.7,63.3,7.69,116.6,238.3
Chennai,406.7,527.4,61.4,77.7,6.08,103.5,309.2
Kolkata,448.2,466.5,74.3,25.1,6.88,27.5,488.2
Bangalore,22.3,411.7,57.0,28.0,0.97,179.2,142.6
Delhi,248.0,484.7,56.8,22.5,9.38,72.4,251.0
Mumbai,474.0,525.1,25.7,61.8,7.09,88.6,232.0
Chennai,230.0,297.5,30.6,30.0,2.32,36.9,24.3
Kolkata,208.5,548.4,58.7,31.8,5.5,165.7,216.6
Bangalore,427.8,417.0,85.0,26.7,8.58,41.2,301.0
Delhi,16.2,43.4,104.2,0.2,7.22,20.7,229.6
Mumbai,252.1,160.7,120.4,60.6,9.99,43.2,40.5
Chennai,439.1,267.0,32.1,59.2,9.68,63.9,16.7
Kolkata,246.1,345.8,84.4,66.3,4.12,138.6,29.3
Bangalore,328.8,304.6,34.6,13.2,5.49,17.1,269.4
Delhi,65.9,320.6,109.4,88.2,3.42,74.4,24.0
Mumbai,405.6,599.1,25.4,44.1,8.94,46.7,106.7
Chennai,463.6,4.1,83.9,35.6,5.99,53.0,88.1
Kolkata,240.1,580.8,128.6,35.8,1.32,50.4,161.1
Bangalore,412.0,243.1,117.1,20.5,9.44,43.0,79.7
Delhi,406.1,357.5,106.3,72.8,3.53,127.6,316.7
Mumbai,495.4,52.8,25.6,79.5,3.4,4.1,496.2
Chennai,468.3,593.9,148.8,30.3,5.01,164.4,428.6
Kolkata,2.1,75.4,144.4,51.6,8.14,108.4,199.6
Bangalore,225.3,293.6,46.4,33.4,2.87,10.2,388.4
Delhi,100.5,125.0,110.5,84.2,6.73,101.5,202.6
Mumbai,445.5,521.3,68.8,78.2,7.79,27.9,414.8
Chennai,80.7,536.0,116.2,3.0,8.03,164.0,8.5
Kolkata,44.9,200.5,38.6,29.1,8.62,54.3,475.1
Bangalore,39.5,184.5,121.9,46.2,9.53,36.1,137.3
Delhi,364.2,440.8,111.1,64.4,4.18,0.3,381.4
Mumbai,424.7,254.6,90.0,82.0,3.58,30.1,400.4
Chennai,96.6,458.0,68.1,93.5,3.36,25.9,330.3
Kolkata,209.3,361.9,13.8,99.7,0.4,59.3,418.3
Bangalore,187.3,412.0,25.3,20.6,1.04,107.8,195.6
Delhi,257.2,312.8,99.8,40.9,8.47,61.8,143.0
Mumbai,434.8,471.5,76.4,79.8,8.85,180.6,250.5
Chennai,52.6,7.4,99.3,94.5,5.07,63.7,451.6
Kolkata,163.4,122.5,47.4,41.1,0.0,162.0,272.5
Bangalore,310.4,464.2,149.9,1.3,4.69,178.6,194.6
Delhi,24.7,504.3,1.0,80.4,7.63,199.8,373.1
Mumbai,448.6,97.3,127.6,12.6,6.6,61.7,330.4
Chennai,375.8,358.6,128.7,53.6,1.89,27.4,5.2
Kolkata,416.0,63.3,16.1,9.6,3.97,184.4,389.7
Bangalore,215.2,206.4,124.9,42.5,2.8,156.7,434.6
Delhi,83.7,515.7,42.0,99.4,8.34,98.9,96.5
Mumbai,291.2,25.7,102.4,6.4,0.62,147.2,424.5
Chennai,324.6,347.9,40.6,38.8,4.98,148.0,432.0
Kolkata,36.8,518.3,118.3,54.6,8.63,105.1,359.5
Bangalore,446.9,12.5,137.8,2.5,0.03,178.3,188.3
Delhi,145.9,303.5,100.4,34.5,5.99,30.7,246.1
Mumbai,190.4,457.2,22.3,14.8,7.52,35.3,360.6
Chennai,165.3,160.7,78.8,20.1,7.46,192.8,111.1
Kolkata,390.7,514.0,95.5,63.1,3.67,185.8,275.6
Bangalore,415.5,113.1,84.8,62.4,1.24,134.1,107.1
Delhi,193.0,275.2,5.7,45.6,9.38,140.5,136.1
Mumbai,158.2,502.0,34.0,73.2,9.12,92.1,127.8
Chennai,118.7,507.4,87.5,13.3,0.65,81.2,206.6
Kolkata,247.8,593.0,120.6,7.1,3.56,27.0,289.6
Bangalore,432.7,179.9,75.0,33.7,3.92,129.4,291.5
Delhi,230.0,386.5,62.1,64.9,1.86,176.1,367.9
Mumbai,174.4,565.2,34.6,47.2,4.72,70.4,499.6
Chennai,495.7,32.6,62.7,57.3,2.99,107.5,394.2
Kolkata,398.2,383.7,34.5,74.3,3.48,81.0,23.1
Bangalore,330.5,255.9,122.1,74.2,5.1,100.4,125.0
Delhi,224.2,405.0,20.5,89.3,7.82,51.0,203.4
Mumbai,139.2,58.6,14.6,45.8,6.4,86.1,170.0
Chennai,16.4,468.3,0.2,99.0,4.5,142.3,353.9
Kolkata,469.0,238.2,53.0,0.6,0.6,12.7,403.2
Bangalore,163.5,257.9,0.8,22.7,0.67,49.0,312.8
Delhi,439.9,476.3,23.5,87.9,6.5,80.9,497.7
Mumbai,185.6,413.4,52.7,54.1,7.01,122.4,182.1
Chennai,113.4,81.2,110.1,79.8,4.83,155.1,426.5
Kolkata,27.7,91.9,119.6,51.0,9.15,6.1,258.6
Bangalore,255.1,275.0,26.5,57.6,1.39,121.7,65.5
Delhi,345.9,417.5,104.8,7.9,0.91,65.6,396.1
Mumbai,40.4,249.2,70.2,83.5,4.95,88.2,59.0
Chennai,416.6,182.2,138.9,88.0,8.44,28.5,499.7
Kolkata,489.8,320.7,137.3,35.9,2.64,141.7,278.1
Bangalore,367.8,1.1,147.6,59.8,0.29,122.4,88.3
Delhi,96.3,408.2,120.9,65.7,1.1,185.0,73.7
Mumbai,371.1,396.6,16.4,46.3,4.83,32.0,433.7
Chennai,39.4,440.2,0.8,79.9,4.1,118.2,204.6
Kolkata,253.3,464.3,49.7,83.9,1.77,110.5,146.1
Bangalore,307.8,504.0,62.7,43.4,3.43,111.9,353.3
Delhi,183.9,578.6,146.0,88.4,9.08,160.1,305.3
Mumbai,354.3,197.6,8.8,89.2,3.68,24.1,262.6
Chennai,200.4,258.8,23.4,88.7,9.3,80.8,151.6
Kolkata,252.4,511.4,140.4,5.2,5.91,152.4,191.3
Bangalore,134.1,435.3,119.3,29.5,4.31,12.4,155.2
Delhi,372.8,263.4,49.8,41.7,3.79,17.6,286.2
Mumbai,217.8,132.0,112.6,19.7,0.66,139.3,94.9
Chennai,396.4,30.7,134.9,34.0,7.69,180.6,104.8
Kolkata,91.4,97.7,129.9,31.1,0.21,100.6,292.5
Bangalore,14.3,125.3,70.2,46.9,0.99,40.0,200.3
Delhi,490.5,284.6,102.2,19.3,1.63,29.8,208.1
Mumbai,132.5,513.3,106.1,2.8,0.16,152.4,54.9
Chennai,129.1,434.3,118.3,9.8,7.34,66.9,385.1
Kolkata,286.0,161.3,106.2,72.2,5.55,57.6,191.0
Bangalore,358.0,557.8,81.4,41.8,2.39,22.8,371.9
Delhi,300.2,527.2,9.5,87.7,1.61,116.9,175.2
